NAME,YYYYMM,LAT,LONG,NEE,NEE_QC,GPP,RECO,PFT,ECUE,CO2_annual_mean,CO2_annual_mean_diff,IGBP,EVIave,EVImax,EVAave,EVAmax,PREave,PREmax,SSRtot,SSRmax,T2Mave,T2Mmax,PREdif_monthly,PREdif_annual,EVAdif_monthly,EVAdif_annual,T2Mdif_monthly,T2Mdif_annual,HWSD2_D1_AWC,HWSD2_D1_CLAY,HWSD2_D1_OC,HWSD2_D1_PHWATER,HWSD2_D1_SAND,HWSD2_D1_SILT,HWSD2_D1_TOTALN
AMF_US-IB1,200802,41.8593,-88.2227,14.20767204,0.993534483,0.48559,14.6933,CRO,29.25857624,389.0780029,-9.451816559,13,-162.5,-78,-0.010872805,9.11E-05,0.096616886,0.003670424,298.55108,2.51137,-6.053023994,8.222375488,0.040944449,-0.000233921,0.002974855,0.050416176,-2.669742682,-15.01469493,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro2,201601,44.7288,-93.0888,2.523187703,0.991263441,2.0741,4.5973,CRO,1.216521721,402.8294067,5.030725956,12,-161.5,-28,-0.004780543,2.17E-05,0.017048517,0.000634849,196.535328,1.656082,-9.27611664,4.284051514,-0.010583731,-0.071875797,0.00162275,0.064386115,-0.418358887,-18.27281459,139,23,3.227999926,6.599999905,33,44,2.630000114
FLX_DE-Kli,201002,50.8931,13.5224,7.783524,0.945685,2.2528884,9.554356,CRO,3.454908818,392.4671631,-6.118112087,12,-161,-86,-0.003242545,3.15E-05,0.036717838,0.001249172,173.752064,1.7395,-2.45289407,8.190209961,-0.025734465,-0.058716716,0.008165072,0.039390813,-2.705847787,-9.146583876,140,14,2.572999954,6.199999809,40,46,1.909999967
AMF_US-Ro1,201401,44.7143,-93.0898,4.962945,0.959677,1.1876844,6.505474,CRO,4.178673223,398.8199768,1.021296144,12,-147,-138,-0.004928522,1.80E-05,0.039050971,0.00187251,227.89656,1.88432,-14.45912108,3.833032227,0.011418724,-0.043577896,0.001474771,0.053552458,-5.601363327,-20.01369944,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Ro1,200902,44.7143,-93.0898,-2.388554,0.982887,3.679088,1.3319992,CRO,-0.649224482,390.4395142,-7.763385773,12,-142,-106,-0.009749666,5.78E-05,0.032909194,0.003155544,300.662144,2.490578,-5.864644795,9.067208862,-0.001484604,-0.029956627,-0.000398774,0.047910512,1.856875279,-12.91765526,139,23,3.227999926,6.599999905,33,44,2.630000114
FLX_DE-Kli,200601,50.8931,13.5224,15.454647,0.83871,-1.7657507,13.983573,CRO,-8.752451295,384.7756958,-13.14041996,12,-140.5,-40,-0.003304329,1.96E-05,0.040156157,0.001558706,119.181924,1.232528,-5.437944137,3.403314209,-0.040695873,-0.031146949,0.005107746,0.043629911,-4.734847939,-13.91070661,140,14,2.572999954,6.199999809,40,46,1.909999967
FLX_US-Ne3,201001,41.1797,-96.4397,14.013829,0.948925,-0.7998062,12.493031,CRO,-17.52153084,390.8439941,-6.53785181,12,-136,-7,-0.005226749,4.66E-05,0.02886348,0.001562193,252.307834,2.020966,-9.299246298,5.99630127,0.000189236,-0.051084345,0.003607212,0.066272395,-5.2206208,-19.99023466,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-IB1,201001,41.8593,-88.2227,25.74691696,0.983870968,14.098,39.8449,CRO,1.826281527,391.1037598,-6.932366848,13,-127.5,-120,-0.007782877,5.90E-05,0.031059509,0.002147943,228.804108,1.966404,-6.747483235,7.044244385,-0.026391997,-0.056946958,0.002045785,0.059450781,-2.145428331,-17.02111799,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro6,201902,44.6946,-93.0578,5.076008,0.897321,2.0060712,6.781628,CRO,2.530322952,410.4130249,12.21012497,12,-125,-109,-0.004755642,3.60E-05,0.072666737,0.001663238,268.706362,2.364204,-10.83136433,3.995782471,0.038272939,-0.031072945,0.00459525,0.056214042,-3.109844258,-17.31282909,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Ro1,200712,44.7143,-93.0898,5.326885,0.922043,-0.9820304,4.539733,CRO,-5.424358553,387.6022034,-11.50570965,12,-124,-116,-0.002396441,1.41E-05,0.060586172,0.00313586,152.364544,1.436772,-9.352202274,2.264886475,0.012823564,-0.017082432,0.003983906,0.061326458,-3.801103559,-17.46782631,139,23,3.227999926,6.599999905,33,44,2.630000114
